Ax,Ay,Az, Gx,Gy,Gz
-5.64,0.07,8.04, -0.08,0.74,-0.04
-5.76,0.03,7.98, -0.08,0.72,-0.04
-5.91,0.05,7.83, -0.08,0.71,-0.05
-6.00,0.07,7.73, -0.07,0.68,-0.04
-6.07,0.11,7.66, -0.06,0.63,-0.03
-6.00,0.16,7.65, -0.06,0.56,-0.04
-6.03,0.12,7.66, -0.06,0.50,-0.05
-6.06,0.12,7.69, -0.07,0.48,-0.06
-6.11,0.16,7.64, -0.09,0.47,-0.08
-6.17,0.11,7.64, -0.10,0.48,-0.09
-6.28,0.05,7.52, -0.08,0.48,-0.08
-6.41,0.10,7.48, -0.07,0.47,-0.05
-6.40,0.09,7.41, -0.05,0.48,-0.01
-6.38,0.08,7.43, -0.06,0.50,0.02
-6.45,0.10,7.42, -0.07,0.53,0.03
-6.43,0.17,7.33, -0.09,0.58,0.02
-6.51,0.27,7.20, -0.12,0.60,0.02
-6.64,0.27,7.06, -0.13,0.57,0.02
-6.61,0.23,6.98, -0.13,0.51,0.02
-6.64,0.26,6.97, -0.14,0.41,0.01
-6.67,0.18,6.95, -0.13,0.28,-0.01
-6.62,0.24,7.01, -0.14,0.18,-0.04
-6.65,0.26,7.02, -0.15,0.16,-0.06
-6.72,0.20,7.03, -0.15,0.20,-0.08
-6.76,0.07,7.05, -0.15,0.25,-0.07
-6.77,0.03,6.99, -0.14,0.27,-0.08
-6.69,0.05,7.07, -0.13,0.29,-0.07
-6.76,-0.08,7.11, -0.09,0.33,-0.06
-6.88,-0.17,7.07, -0.05,0.40,-0.02
-6.85,0.00,6.98, -0.04,0.47,-0.01
-6.92,0.14,6.82, -0.05,0.54,-0.01
-6.96,0.13,6.73, -0.06,0.59,-0.01
-7.01,0.04,6.57, -0.07,0.60,-0.02
-7.02,0.02,6.50, -0.07,0.58,-0.04
-7.12,0.07,6.44, -0.08,0.54,-0.08
-7.18,0.09,6.45, -0.09,0.51,-0.11
-7.18,0.11,6.41, -0.10,0.52,-0.13
-7.24,0.10,6.38, -0.11,0.57,-0.14
-7.30,0.04,6.21, -0.12,0.62,-0.14
-7.31,-0.17,6.22, -0.12,0.65,-0.12
-7.35,-0.32,6.19, -0.10,0.67,-0.09
-7.38,-0.22,6.21, -0.09,0.69,-0.08
-7.39,-0.23,6.14, -0.09,0.76,-0.07
-7.45,-0.13,6.03, -0.08,0.84,-0.06
-7.59,-0.12,5.86, -0.09,0.92,-0.05
-7.65,-0.05,5.59, -0.10,0.94,-0.05
-7.74,-0.03,5.33, -0.12,0.88,-0.05
-7.81,-0.03,5.21, -0.13,0.77,-0.05
-7.86,-0.07,5.18, -0.13,0.66,-0.04
-7.88,-0.04,5.20, -0.12,0.59,-0.02
-7.91,0.03,5.19, -0.12,0.55,-0.02
-7.93,-0.00,5.10, -0.13,0.53,-0.02
-7.95,-0.10,5.10, -0.13,0.52,-0.03
-7.94,-0.18,5.13, -0.13,0.52,-0.02
-7.94,-0.19,5.17, -0.12,0.53,-0.01
-8.00,-0.11,5.07, -0.12,0.60,-0.02
-8.02,0.00,4.97, -0.14,0.72,-0.03
-8.14,-0.03,4.87, -0.16,0.85,-0.02
-8.17,-0.16,4.75, -0.17,0.98,0.02
-8.13,-0.15,4.65, -0.18,1.08,0.05
-8.21,-0.11,4.56, -0.19,1.14,0.04
-8.33,-0.11,4.25, -0.18,1.17,0.05
-8.32,-0.17,4.13, -0.17,1.14,0.06
-8.49,-0.04,3.85, -0.17,1.08,0.05
-8.55,0.08,3.51, -0.17,0.98,0.05
-8.61,0.14,3.31, -0.19,0.87,0.04
-8.66,0.05,3.30, -0.21,0.74,0.02
-8.62,-0.05,3.34, -0.21,0.57,-0.02
-8.66,-0.15,3.28, -0.20,0.40,-0.06
-8.65,-0.23,3.37, -0.19,0.26,-0.06
-8.61,-0.29,3.48, -0.15,0.16,-0.05
-8.62,-0.27,3.55, -0.12,0.11,-0.02
-8.64,-0.29,3.63, -0.09,0.11,0.00
-8.61,-0.21,3.62, -0.07,0.14,0.03
-8.59,-0.01,3.59, -0.06,0.19,0.06
-8.61,0.01,3.55, -0.07,0.25,0.07
-8.55,-0.02,3.52, -0.08,0.32,0.08
-8.64,-0.04,3.49, -0.09,0.41,0.09
-8.65,-0.08,3.31, -0.10,0.50,0.09
-8.69,-0.05,3.22, -0.11,0.58,0.10
-8.72,0.01,3.05, -0.12,0.62,0.10
-8.78,0.04,2.84, -0.13,0.61,0.10
-8.88,0.06,2.76, -0.14,0.56,0.10
-8.82,0.04,2.76, -0.14,0.51,0.10
-8.83,0.06,2.72, -0.14,0.47,0.09
-8.78,0.12,2.67, -0.13,0.45,0.09
-8.81,0.11,2.66, -0.13,0.45,0.10
-8.81,0.04,2.72, -0.14,0.44,0.10
-8.87,0.09,2.51, -0.15,0.40,0.08
-8.89,0.03,2.52, -0.16,0.37,0.09
-8.91,0.02,2.56, -0.17,0.36,0.12
-8.86,0.03,2.52, -0.17,0.38,0.15
-8.54,0.54,2.50, -0.19,0.49,0.09
-8.78,0.26,2.39, -0.22,0.67,0.03
-8.81,0.20,2.27, -0.26,0.83,0.02
-8.99,0.09,2.17, -0.28,0.95,0.02
-9.02,0.03,1.84, -0.27,0.98,0.01
-8.97,0.11,1.72, -0.24,0.95,0.01
-8.98,0.15,1.58, -0.21,0.85,0.00
-9.02,0.23,1.60, -0.18,0.72,-0.01
-9.15,0.11,1.41, -0.14,0.53,-0.01
-9.20,0.15,1.21, -0.09,0.31,-0.01
-9.18,0.04,1.24, -0.06,0.12,-0.01
-9.09,0.07,1.26, -0.04,-0.03,-0.01
-9.03,0.17,1.29, -0.03,-0.12,-0.02
-8.97,0.23,1.30, -0.05,-0.16,-0.02
-9.03,0.20,1.35, -0.07,-0.16,-0.02
-9.09,0.13,1.47, -0.08,-0.17,-0.01
-9.05,0.06,1.53, -0.09,-0.16,-0.01
-8.98,0.07,1.64, -0.09,-0.14,-0.01
-8.95,0.15,1.72, -0.09,-0.08,-0.01
-8.93,0.24,1.71, -0.10,-0.02,-0.01
-8.94,0.24,1.70, -0.11,0.05,-0.01
-9.02,0.14,1.61, -0.11,0.09,-0.01
-9.05,0.13,1.59, -0.11,0.12,-0.00
-9.05,0.14,1.53, -0.11,0.12,-0.00
-9.01,0.13,1.52, -0.10,0.11,-0.00
-8.97,0.14,1.50, -0.10,0.10,-0.00
-8.97,0.15,1.53, -0.10,0.11,-0.00
-9.00,0.13,1.52, -0.11,0.15,-0.00
-9.01,0.09,1.50, -0.12,0.20,-0.00
-9.02,0.10,1.44, -0.12,0.25,-0.01
-9.04,0.13,1.38, -0.12,0.26,-0.01
-9.05,0.13,1.31, -0.11,0.26,-0.01
-9.07,0.15,1.23, -0.11,0.23,-0.01
-9.10,0.13,1.17, -0.11,0.19,-0.01
-9.08,0.12,1.17, -0.11,0.14,-0.01
-9.10,0.12,1.18, -0.10,0.10,-0.01
-9.04,0.11,1.24, -0.11,0.08,-0.01
-9.03,0.08,1.24, -0.11,0.08,-0.01
-9.05,0.12,1.25, -0.11,0.09,-0.01
-9.03,0.15,1.20, -0.11,0.10,-0.01
-9.01,0.18,1.16, -0.12,0.11,-0.01
-9.05,0.13,1.12, -0.13,0.10,-0.01
-9.06,0.17,1.07, -0.13,0.09,-0.01
-9.08,0.14,1.04, -0.13,0.06,-0.01
-9.09,0.10,1.07, -0.13,0.03,-0.02
-9.07,0.09,1.14, -0.13,-0.00,-0.02
-9.12,0.13,1.19, -0.12,-0.01,-0.01
-9.07,0.14,1.23, -0.11,-0.01,-0.01
-9.00,0.17,1.22, -0.11,0.00,-0.01
-9.00,0.15,1.14, -0.11,0.02,-0.01
-9.05,0.15,1.13, -0.12,0.03,-0.02
-9.08,0.11,1.14, -0.11,0.04,-0.02
-9.08,0.12,1.12, -0.11,0.03,-0.02
-9.03,0.11,1.11, -0.12,0.03,-0.02
-9.06,0.11,1.14, -0.12,0.03,-0.02
-9.03,0.11,1.16, -0.12,0.04,-0.02
-9.04,0.12,1.19, -0.12,0.07,-0.01
-9.03,0.12,1.17, -0.12,0.09,-0.01
-9.05,0.11,1.11, -0.11,0.10,-0.01
-9.07,0.12,1.07, -0.10,0.10,-0.01
-9.11,0.11,1.05, -0.10,0.08,-0.02
-9.07,0.11,1.03, -0.10,0.06,-0.02
-9.07,0.11,1.04, -0.10,0.04,-0.02
-9.06,0.11,1.04, -0.10,0.03,-0.01
-9.05,0.11,1.01, -0.10,0.02,-0.01
-9.04,0.10,0.99, -0.10,0.01,-0.01
-9.09,0.10,0.97, -0.10,-0.00,-0.01
-9.10,0.10,0.96, -0.10,-0.02,-0.01
-9.08,0.10,1.02, -0.10,-0.04,-0.01
-9.04,0.11,1.03, -0.11,-0.04,-0.01
-9.02,0.13,1.06, -0.11,-0.03,-0.01
-9.05,0.12,1.05, -0.11,-0.02,-0.01
-9.06,0.10,1.04, -0.11,-0.01,-0.01
-9.08,0.11,1.06, -0.11,-0.01,-0.01
-9.08,0.12,1.06, -0.11,-0.02,-0.00
-9.05,0.11,1.07, -0.11,-0.02,-0.00
-9.07,0.10,1.05, -0.11,-0.02,-0.00
-9.05,0.10,1.06, -0.10,-0.02,-0.01
-9.06,0.12,1.05, -0.10,-0.03,-0.01
-9.09,0.12,1.07, -0.10,-0.04,-0.01
-9.13,0.09,1.06, -0.10,-0.05,-0.01
-9.06,0.10,1.11, -0.10,-0.05,-0.01
-9.02,0.11,1.13, -0.10,-0.04,-0.01
-9.02,0.11,1.08, -0.10,-0.03,-0.01
-9.08,0.09,1.11, -0.10,-0.03,-0.01
-9.08,0.10,1.09, -0.10,-0.04,-0.01
-9.06,0.10,1.10, -0.10,-0.04,-0.01
-9.05,0.10,1.14, -0.10,-0.04,-0.01
-9.05,0.12,1.16, -0.10,-0.02,-0.01
-9.02,0.12,1.18, -0.10,-0.00,-0.01
-9.05,0.11,1.12, -0.10,0.02,-0.01
-9.08,0.11,1.15, -0.10,0.02,-0.01
-9.05,0.10,1.16, -0.09,0.04,-0.01
-8.98,0.13,1.18, -0.09,0.06,-0.01
-8.98,0.12,1.17, -0.09,0.11,-0.01
-9.05,0.11,1.08, -0.10,0.14,-0.01
-9.13,0.08,1.00, -0.10,0.13,-0.01
-9.12,0.12,0.92, -0.10,0.09,-0.01
-9.10,0.11,0.92, -0.10,0.04,-0.01
-9.08,0.12,0.96, -0.10,-0.01,-0.01
-9.08,0.11,0.98, -0.10,-0.04,-0.01
-9.08,0.12,1.04, -0.10,-0.05,-0.01
-9.06,0.11,1.01, -0.10,-0.06,-0.01
-9.07,0.11,1.05, -0.10,-0.06,-0.01
-9.10,0.12,1.08, -0.10,-0.06,-0.01
-9.05,0.11,1.12, -0.10,-0.05,-0.01
-9.02,0.12,1.18, -0.10,-0.02,-0.01
-8.99,0.11,1.19, -0.10,0.02,-0.01
-9.03,0.09,1.11, -0.10,0.06,-0.01
-9.09,0.08,1.04, -0.11,0.07,-0.01
-9.11,0.05,1.00, -0.11,0.06,-0.00
-9.06,0.11,1.01, -0.11,0.05,0.00
-9.05,0.11,1.02, -0.11,0.04,0.00
-9.06,0.14,1.02, -0.11,0.03,-0.00
-9.03,0.14,1.05, -0.10,0.02,-0.00
-9.05,0.12,1.06, -0.10,0.02,-0.01
-9.06,0.12,1.05, -0.10,0.02,-0.01
-9.05,0.12,1.04, -0.10,0.02,-0.01
-9.04,0.09,1.05, -0.10,0.02,-0.01
-9.03,0.10,1.03, -0.10,0.02,-0.01
-9.05,0.12,1.05, -0.10,0.04,-0.01
-9.07,0.12,1.03, -0.10,0.05,-0.01
-9.07,0.09,0.99, -0.10,0.05,-0.01
-9.07,0.10,0.95, -0.10,0.05,-0.01
-9.09,0.10,0.94, -0.10,0.03,-0.01
-9.08,0.12,0.93, -0.10,0.01,-0.00
-9.08,0.11,0.98, -0.10,-0.00,-0.00
-9.03,0.11,1.03, -0.10,0.01,-0.00
-9.03,0.10,1.07, -0.10,0.02,-0.00
-9.07,0.11,1.04, -0.10,0.04,-0.01
-9.11,0.09,1.00, -0.10,0.05,-0.00
-9.08,0.11,0.96, -0.10,0.05,-0.00
-9.07,0.11,0.94, -0.10,0.04,-0.00
-9.08,0.11,0.96, -0.10,0.03,0.00
-9.08,0.11,0.96, -0.10,0.03,-0.00
-9.06,0.12,0.98, -0.10,0.04,-0.00
-9.07,0.12,0.96, -0.10,0.05,-0.00
-9.08,0.12,0.92, -0.10,0.05,-0.00
-9.08,0.13,0.91, -0.10,0.03,-0.00
-9.12,0.12,0.88, -0.10,0.01,-0.00
-9.09,0.13,0.92, -0.10,-0.01,-0.00
-9.07,0.12,0.95, -0.10,-0.02,-0.00
-9.07,0.11,0.97, -0.10,-0.02,-0.01
-9.05,0.14,0.98, -0.10,-0.00,-0.01
-9.07,0.12,0.97, -0.10,0.01,-0.01
-9.09,0.11,0.96, -0.10,0.01,-0.01
-9.05,0.13,0.94, -0.10,0.02,-0.01
-9.07,0.12,0.94, -0.10,0.03,-0.01
-9.07,0.10,0.92, -0.10,0.04,-0.01
-9.07,0.11,0.92, -0.10,0.05,-0.01
-9.10,0.12,0.88, -0.10,0.04,-0.01
-9.09,0.12,0.88, -0.10,0.03,-0.01
-9.06,0.14,0.85, -0.10,0.01,-0.01
-9.10,0.12,0.85, -0.10,-0.01,-0.02
-9.12,0.12,0.84, -0.09,-0.04,-0.02
-9.08,0.09,0.90, -0.09,-0.05,-0.01
-9.04,0.11,0.93, -0.09,-0.05,-0.01
-9.04,0.12,0.96, -0.09,-0.04,-0.02
-9.07,0.11,0.99, -0.09,-0.03,-0.02
-9.06,0.09,0.97, -0.09,-0.01,-0.02
-9.04,0.09,0.96, -0.10,0.00,-0.01
-9.06,0.11,0.94, -0.10,0.02,-0.01
-9.08,0.09,0.95, -0.10,0.02,-0.01
-9.07,0.10,0.93, -0.10,0.03,-0.01
-9.06,0.08,0.95, -0.10,0.04,-0.01
-9.08,0.10,0.93, -0.10,0.04,-0.01
-9.06,0.10,0.91, -0.10,0.03,-0.01
-9.06,0.09,0.84, -0.10,0.02,-0.01
-9.10,0.09,0.89, -0.10,0.01,-0.01
-9.08,0.11,0.92, -0.10,0.01,-0.01
-9.05,0.11,0.93, -0.10,0.01,-0.01
-9.04,0.11,0.91, -0.10,0.01,-0.01
-9.05,0.11,0.93, -0.10,0.02,-0.01
-9.08,0.12,0.90, -0.10,0.03,-0.01
-9.08,0.12,0.88, -0.10,0.03,-0.01
-9.08,0.11,0.85, -0.10,0.02,-0.01
-9.09,0.11,0.85, -0.09,-0.00,-0.01
-9.09,0.12,0.87, -0.10,-0.02,-0.01
-9.06,0.11,0.89, -0.10,-0.02,-0.01
-9.08,0.11,0.90, -0.10,-0.02,-0.01
-9.05,0.12,0.91, -0.10,-0.01,-0.01
-9.06,0.09,0.93, -0.10,0.00,-0.01
-9.07,0.09,0.90, -0.10,0.01,-0.01
-9.06,0.12,0.93, -0.10,0.01,-0.01
-9.05,0.09,0.85, -0.10,0.02,-0.01
-9.07,0.10,0.88, -0.11,0.03,-0.01
-9.09,0.09,0.86, -0.11,0.03,-0.01
-9.07,0.10,0.87, -0.12,0.03,-0.01
-9.05,0.09,0.89, -0.12,0.03,-0.01
-9.08,0.08,0.88, -0.11,0.02,-0.01
-9.10,0.07,0.91, -0.11,0.01,-0.00
-9.09,0.10,0.91, -0.10,0.00,-0.00
-9.08,0.11,0.93, -0.10,0.01,-0.00
-9.06,0.10,0.90, -0.10,0.02,-0.00
-9.05,0.11,0.90, -0.10,0.05,-0.00
-9.05,0.11,0.90, -0.10,0.07,-0.00
-9.09,0.11,0.86, -0.10,0.07,-0.00
-9.12,0.08,0.79, -0.11,0.07,-0.00
-9.10,0.08,0.79, -0.11,0.05,0.00
-9.08,0.11,0.78, -0.11,0.03,0.00
-9.06,0.13,0.80, -0.10,0.02,0.00
-9.03,0.15,0.83, -0.10,0.02,0.00
-9.04,0.12,0.85, -0.10,0.03,-0.00
-9.11,0.12,0.86, -0.10,0.04,-0.01
-9.10,0.11,0.83, -0.10,0.05,-0.01
-9.07,0.11,0.81, -0.10,0.05,-0.01
-9.06,0.10,0.80, -0.10,0.04,-0.01
-9.07,0.11,0.76, -0.10,0.04,-0.01
-9.09,0.11,0.75, -0.10,0.03,-0.01
-9.11,0.11,0.75, -0.10,0.02,-0.01
-9.09,0.12,0.74, -0.10,-0.00,-0.01
-9.12,0.11,0.73, -0.10,-0.02,-0.01
-9.10,0.12,0.78, -0.10,-0.04,-0.01
-9.03,0.12,0.82, -0.10,-0.04,-0.01
-9.05,0.11,0.82, -0.10,-0.03,-0.01
-9.06,0.13,0.82, -0.10,-0.03,-0.01
-9.07,0.12,0.85, -0.10,-0.02,-0.01
-9.07,0.10,0.83, -0.10,-0.01,-0.01
-9.06,0.13,0.80, -0.10,0.00,-0.01
-9.06,0.12,0.77, -0.10,0.01,-0.01
-9.09,0.11,0.78, -0.10,-0.00,-0.01
-9.11,0.11,0.75, -0.10,-0.02,-0.01
-9.10,0.09,0.77, -0.10,-0.04,-0.01
-9.07,0.11,0.83, -0.10,-0.05,-0.01
-9.04,0.12,0.82, -0.10,-0.04,-0.01
-9.05,0.11,0.84, -0.10,-0.02,-0.02
-9.08,0.09,0.84, -0.10,0.00,-0.02
-9.08,0.11,0.83, -0.11,0.01,-0.02
-9.09,0.11,0.83, -0.11,0.01,-0.01
-9.08,0.11,0.84, -0.10,-0.00,-0.01
-9.07,0.10,0.85, -0.10,-0.01,-0.01
-9.07,0.11,0.85, -0.09,-0.01,-0.01
-9.04,0.13,0.85, -0.09,0.00,-0.01
-9.07,0.10,0.83, -0.10,0.01,-0.01
-9.10,0.10,0.81, -0.10,0.01,-0.01
-9.09,0.08,0.77, -0.10,0.00,-0.01
-9.10,0.09,0.76, -0.10,-0.02,-0.01
-9.08,0.11,0.81, -0.10,-0.03,-0.01
-9.08,0.11,0.88, -0.10,-0.03,-0.01
-9.07,0.10,0.86, -0.09,-0.02,-0.01
-9.03,0.11,0.87, -0.09,-0.01,-0.01
-9.05,0.10,0.84, -0.10,-0.00,-0.02
-9.09,0.09,0.82, -0.10,0.01,-0.02
-9.11,0.07,0.81, -0.10,0.00,-0.02
-9.07,0.10,0.81, -0.11,0.00,-0.01
-9.05,0.10,0.84, -0.11,-0.00,-0.01
-9.06,0.10,0.85, -0.11,-0.01,-0.01
-9.06,0.09,0.88, -0.10,-0.00,-0.01
-9.08,0.09,0.83, -0.10,-0.00,-0.01
-9.06,0.11,0.84, -0.10,-0.00,-0.01
-9.07,0.10,0.82, -0.10,0.00,-0.01
-9.10,0.09,0.85, -0.10,0.00,-0.01
-9.08,0.11,0.85, -0.10,0.01,-0.01
-9.04,0.10,0.85, -0.10,0.01,-0.01
-9.05,0.10,0.87, -0.10,0.01,-0.01
-9.07,0.10,0.82, -0.10,0.01,-0.01
-9.09,0.09,0.81, -0.10,0.01,-0.01
-9.06,0.09,0.83, -0.10,0.02,-0.01
-9.06,0.09,0.82, -0.10,0.02,-0.01
-9.05,0.09,0.82, -0.10,0.02,-0.01
-9.09,0.09,0.80, -0.10,0.02,-0.01
-9.11,0.10,0.77, -0.10,0.01,-0.01
-9.07,0.09,0.80, -0.10,-0.01,-0.01
-9.06,0.10,0.82, -0.10,-0.01,-0.01
-9.06,0.10,0.85, -0.10,-0.00,-0.01
-9.06,0.08,0.83, -0.10,-0.00,-0.01
-9.09,0.07,0.82, -0.10,-0.00,-0.01
-9.07,0.09,0.82, -0.10,-0.00,-0.01
-9.06,0.10,0.80, -0.10,-0.00,-0.01
-9.07,0.09,0.81, -0.10,-0.01,-0.01
-9.08,0.07,0.82, -0.10,-0.01,-0.01
-9.06,0.08,0.82, -0.10,-0.01,-0.01
-9.07,0.08,0.86, -0.10,-0.00,-0.01
-9.09,0.07,0.85, -0.10,0.01,-0.01
-9.07,0.09,0.83, -0.10,0.02,-0.01
-9.07,0.09,0.86, -0.10,0.03,-0.01
-9.03,0.10,0.84, -0.10,0.04,-0.01
-9.07,0.09,0.81, -0.10,0.04,-0.01
-9.09,0.09,0.76, -0.10,0.04,-0.01
-9.07,0.10,0.78, -0.10,0.03,-0.01
-9.06,0.13,0.81, -0.10,0.03,-0.01
-9.09,0.09,0.77, -0.10,0.02,-0.01
-9.10,0.09,0.78, -0.10,0.02,-0.01
-9.09,0.09,0.79, -0.10,0.01,-0.01
-9.10,0.08,0.78, -0.10,0.01,-0.01
-9.08,0.09,0.78, -0.10,0.01,-0.01
-9.06,0.09,0.77, -0.10,0.01,-0.01
-9.06,0.11,0.79, -0.10,0.01,-0.01
-9.04,0.12,0.77, -0.10,0.02,-0.01
-9.07,0.12,0.77, -0.10,0.02,-0.01
-9.12,0.10,0.75, -0.10,0.03,-0.01
-9.11,0.10,0.75, -0.10,0.02,-0.01
-9.05,0.11,0.76, -0.10,0.01,-0.01
-9.05,0.10,0.78, -0.10,0.01,-0.01
-9.08,0.10,0.78, -0.10,0.01,-0.01
-9.09,0.08,0.79, -0.10,0.01,-0.01
-9.10,0.10,0.82, -0.10,0.01,-0.01
-9.05,0.11,0.83, -0.10,0.03,-0.01
-9.04,0.09,0.85, -0.10,0.05,-0.01
-9.04,0.10,0.78, -0.10,0.06,-0.01
-9.06,0.11,0.74, -0.10,0.07,-0.01
-9.08,0.08,0.68, -0.10,0.06,-0.01
-9.11,0.08,0.68, -0.10,0.05,-0.01
-9.08,0.09,0.68, -0.10,0.03,-0.01
-9.08,0.08,0.71, -0.10,0.01,-0.01
-9.06,0.10,0.71, -0.10,-0.00,-0.01
-9.07,0.12,0.75, -0.09,-0.00,-0.01
-9.06,0.13,0.73, -0.10,-0.00,-0.01
-9.07,0.09,0.69, -0.10,-0.00,-0.01
-9.10,0.07,0.71, -0.10,-0.01,-0.01
-9.08,0.08,0.71, -0.10,-0.01,-0.01
-9.08,0.09,0.74, -0.10,-0.01,-0.01
-9.05,0.11,0.78, -0.10,0.01,-0.01
-9.08,0.08,0.75, -0.10,0.02,-0.01
-9.05,0.09,0.70, -0.10,0.03,-0.01
-9.06,0.09,0.68, -0.10,0.03,-0.01
-9.10,0.08,0.69, -0.10,0.02,-0.01
-9.09,0.08,0.68, -0.10,0.01,-0.01
-9.05,0.10,0.71, -0.10,0.02,-0.01
-9.05,0.11,0.68, -0.10,0.03,-0.01
-9.06,0.06,0.68, -0.10,0.04,-0.01
-9.06,0.08,0.63, -0.11,0.05,-0.01
-9.09,0.10,0.68, -0.11,0.05,-0.01
-9.10,0.10,0.64, -0.11,0.04,-0.01
-9.10,0.13,0.64, -0.11,0.03,-0.01
-9.08,0.10,0.68, -0.10,0.01,-0.01
-9.06,0.09,0.69, -0.10,0.00,-0.01
-9.06,0.08,0.70, -0.10,0.01,-0.01
-9.04,0.07,0.72, -0.10,0.02,-0.01
-9.05,0.09,0.72, -0.10,0.04,-0.01
-9.09,0.08,0.64, -0.10,0.06,-0.01
-9.08,0.07,0.61, -0.10,0.06,-0.00
-9.10,0.11,0.58, -0.10,0.05,-0.01
-9.08,0.11,0.58, -0.10,0.03,-0.01
-9.07,0.09,0.58, -0.10,0.01,-0.01
-9.08,0.09,0.58, -0.10,0.00,-0.01
-9.11,0.10,0.58, -0.10,-0.01,-0.01
-9.08,0.06,0.62, -0.10,-0.02,-0.01
-9.09,0.07,0.65, -0.10,-0.03,-0.01
-9.08,0.10,0.64, -0.10,-0.03,-0.01
-9.05,0.10,0.67, -0.10,-0.02,-0.01
-9.06,0.08,0.70, -0.10,-0.00,-0.01
-9.07,0.08,0.69, -0.10,0.01,-0.01
-9.05,0.07,0.65, -0.10,0.03,-0.01
-9.09,0.08,0.63, -0.10,0.03,-0.01
-9.09,0.10,0.60, -0.10,0.01,-0.01
-9.11,0.10,0.58, -0.10,-0.01,-0.01
-9.08,0.10,0.57, -0.10,-0.02,-0.01
-9.10,0.09,0.61, -0.10,-0.03,-0.01
-9.09,0.08,0.67, -0.10,-0.03,-0.01
-9.06,0.09,0.66, -0.10,-0.02,-0.01
-9.06,0.09,0.67, -0.10,-0.01,-0.01
-9.07,0.09,0.67, -0.10,-0.00,-0.01
-9.08,0.10,0.66, -0.10,-0.00,-0.01
-9.09,0.09,0.62, -0.10,-0.01,-0.01
-9.09,0.09,0.62, -0.10,-0.02,-0.01
-9.09,0.09,0.65, -0.10,-0.02,-0.01
-9.08,0.09,0.68, -0.10,-0.02,-0.01
-9.09,0.11,0.70, -0.10,-0.01,-0.01
-9.09,0.09,0.71, -0.10,0.00,-0.01
-9.08,0.08,0.71, -0.10,0.01,-0.01
-9.10,0.06,0.67, -0.10,0.02,-0.01
-9.07,0.10,0.65, -0.10,0.02,-0.01
-9.07,0.10,0.61, -0.10,0.01,-0.01
-9.08,0.08,0.57, -0.10,0.00,-0.02
-9.09,0.06,0.60, -0.10,0.00,-0.02
-9.08,0.06,0.66, -0.10,-0.01,-0.02
-9.08,0.10,0.67, -0.10,-0.01,-0.02
-9.07,0.08,0.67, -0.10,-0.02,-0.02
-9.06,0.06,0.65, -0.10,-0.01,-0.02
-9.07,0.05,0.70, -0.10,-0.01,-0.02
-9.07,0.06,0.68, -0.10,0.01,-0.02
-9.07,0.08,0.68, -0.10,0.02,-0.02
-9.05,0.09,0.65, -0.10,0.03,-0.02
-9.08,0.08,0.62, -0.10,0.02,-0.02
-9.12,0.06,0.63, -0.10,0.00,-0.02
-9.10,0.06,0.64, -0.10,-0.01,-0.02
-9.09,0.06,0.66, -0.10,-0.03,-0.01
-9.06,0.06,0.69, -0.10,-0.02,-0.01
-9.07,0.06,0.71, -0.10,-0.01,-0.01
-9.06,0.06,0.69, -0.10,0.01,-0.01
-9.05,0.07,0.67, -0.10,0.02,-0.02
-9.09,0.05,0.63, -0.10,0.03,-0.02
-9.10,0.07,0.61, -0.10,0.02,-0.02
-9.09,0.04,0.61, -0.10,0.00,-0.02
-9.09,0.04,0.61, -0.10,-0.01,-0.02
-9.08,0.06,0.62, -0.10,-0.02,-0.01
-9.05,0.05,0.65, -0.10,-0.02,-0.01
-9.07,0.07,0.67, -0.10,-0.01,-0.01
-9.11,0.06,0.67, -0.10,-0.01,-0.01
-9.10,0.04,0.68, -0.10,0.00,-0.01
-9.04,0.06,0.70, -0.10,0.01,-0.01
-9.04,0.05,0.69, -0.10,0.02,-0.01
-9.05,0.05,0.68, -0.10,0.03,-0.01
-9.10,0.03,0.65, -0.10,0.04,-0.01
-9.07,0.04,0.62, -0.10,0.04,-0.01
-9.07,0.07,0.58, -0.10,0.02,-0.01
-9.10,0.04,0.58, -0.10,0.00,-0.01
-9.10,0.06,0.59, -0.10,-0.02,-0.01
-9.08,0.05,0.64, -0.10,-0.03,-0.00
-9.07,0.06,0.64, -0.10,-0.03,-0.01
-9.09,0.06,0.66, -0.10,-0.03,-0.01
-9.08,0.04,0.66, -0.10,-0.03,-0.01
-9.06,0.06,0.68, -0.10,-0.02,-0.01
-9.06,0.05,0.66, -0.10,-0.00,-0.01
-9.08,0.05,0.65, -0.10,0.00,-0.01
-9.09,0.06,0.64, -0.10,0.00,-0.01
-9.06,0.08,0.63, -0.10,0.00,-0.01
-9.06,0.06,0.64, -0.10,-0.00,-0.01
-9.11,0.03,0.61, -0.10,-0.01,-0.01
-9.10,0.06,0.64, -0.10,-0.03,-0.01
-9.11,0.04,0.64, -0.10,-0.04,-0.01
-9.06,0.05,0.66, -0.10,-0.04,-0.01
-9.05,0.06,0.66, -0.10,-0.03,-0.01
-9.05,0.07,0.70, -0.10,-0.02,-0.01
-9.06,0.09,0.68, -0.10,-0.01,-0.01
-9.10,0.06,0.68, -0.10,0.00,-0.01
-9.09,0.05,0.67, -0.10,-0.00,-0.01
-9.09,0.06,0.67, -0.10,-0.01,-0.01
-9.09,0.06,0.67, -0.10,-0.02,-0.01
